Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
69133eb372906334f9dad2b86f2748d0c0acb941,3,40.76172158,0,10.55163585,,,18.772,1.211,12.497,3.44,,23,5.5,0
7926783113802d46e347d8e93867f5887624df92,2,9.077758419,99.53425932,20.10061554,,,34.062,1.218,24.216,6.709,,7,0.05,1
81e8603bd40a46d7c6090a36a2e8134581dcde5d,26,715.0355096,17644.40068,34.17813244,,,45.619,1.224,34.205,7.947,,98,23.2,1
edcf8c9607c39832e7cc77a200da71196a2656cc,10,90.36556603,3920.263261,144.6063174,,,199.147,1.214,150.275,39.263,,85,4.68,1
4c9fbd27bac88ee64e3ad3e64b8f3b3e4a5d6621,9,82.49466585,469.1139872,33.46308147,,,20.479,1.238,14.073,3.657,,35,12.5,0
61741a7568a762a2a028e16d70994342b3e8c79c,4,48.84311796,118.3605248,41.32303349,,,41.807,1.227,30.51,7.665,,16,6.844,0
f7e876bbb9ca165918e5826aa8bbba0f8b6d2268,0.8,3.636131852,38.28710883,20.03508639,,,40.324,1.262,29.538,7.494,,14,0.512,0
9d7803fe905da0490304adca98fd4af4d9247df9,17,794.7638477,9950.166231,93.66465799,,,57.092,1.205,42.387,10.911,,105,13.1,1
46981ab5fa472f0081c879907c36c3d281663db4,1,1.247,6.562301343,22.12697823,,,197.148,1.196,148.621,38.515,,57,0.002,1
9cadf083478a1e1780254ec76c81696f9bd69bd2,6,322.0970822,15345.23956,203.959852,,,307.463,1.219,231.186,57.81,,110,61.757,1
ae3953384791eb7dcfd6dd98fd388881a2ee5abf,0,21.03039248,0,0,,,106.293,1.231,79.973,20.794,,87,0,1
083524e0364fe24d19bdccaf9a31485c01499777,34,845.3483519,11093.22008,122.9099843,,,114.743,1.239,86.478,21.485,,609,18.6,1
158ae43937467ba38fb038c58b415ddd7417ab96,0,50.18765618,0,0,,,17.325,1.212,11.466,3.188,,9,0,1
0d3b8574eaf1eecf9e5dee38ca2fa8c84338abb7,3,81.68662355,1923.587793,36.22874037,,,19.863,1.27,13.171,3.537,,6,13.5,0
6772a2a64d242816b7cb5846a7dc01304e67f152,24,9263.037826,56122.21008,563.6653131,,,113.601,1.233,85.901,20.326,,372,21.57,1
3d933176c4912e0f0e28b2b40bb068e4c1536e5d,0,40.2745885,0,0,,,35.42,1.25,25.221,6.796,,12,0,1
8a574240499ac23c82821e451d14a68500242c91,18,271.4646642,4508.154593,94.00375584,,,35.112,1.206,25.089,6.712,,145,0,1
a63b121b29bfc3b08b2ce83e8346ca2b9f6bf64e,17,764.747659,7751.861214,158.0327071,,,45.601,1.22,33.795,8.045,,97,318.368,0
d0f2c6ac7302afd822bc7d02d7805f5e6389a362,20,1083.511815,9363.898452,133.6751256,,,45.18,1.231,33.318,8.004,,119,338.905,1
784b0cf229fcf482a7f30f8ea3d7de05936735f7,13,0.23,0,0,,,86.887,1.215,63.968,17.144,,103,0,1
223da9d81b8b1be6c742ad969e35291f6288a3a4,3,16.83763915,1538.941942,318.0660448,,,319.333,1.261,243.548,63.442,,1007,0,1
21d06c483a2a2624d17c769aef8ea3b0604714b9,10,411.987436,48.14086892,58.5151423,,,47.096,1.227,35.002,7.876,,33,0,1
757bb7f7f803dad52b5e4e5c9bf3a9f299ddd87e,7,64.98575556,2490.173512,46.15599654,,,60.745,1.229,45.1,11.259,,18,2.73,1
6c7bbb6f1da60d69321aa79d8cad7e756af0dbd7,6,0.407,0.021732569,96.26375846,,,104.58,1.222,78.072,20.917,,36,0.1,1
e78efb66c2255fa6640f3115bb5a3d35519bd89d,2,4.587028466,0,13.02360672,,,25.28,1.218,18.187,3.978,,4,0.78,0
c610ad89079dd7c54235f81c943a1c473583cf26,2,34.40650749,0,0,,,51.345,1.239,37.367,10.102,,6,8,0
ea907c5e79b2d90008953c14631a6364db1b27ff,1,0.969,2.868839408,17.791423,,,63.903,1.218,48.023,11.408,,9,0.03,1
471abe8fb08bb3fb98fcbb1013d7255ea29855ce,4,623.6849445,2560.375252,223.4608199,,,83.162,1.219,61.072,15.122,,133,128.5359442,0
a812a2c77cc356ed5758b5dc129d3519d2a37289,9,169.9769212,9033.01731,43.59299785,,,40.442,1.228,29.8,7.36,,30,21.02,1
da5025f09dd4e8863884a73c4319f1afb1417ab8,3,24.7640745,4196.949876,37.57909312,,,31.419,1.224,23.514,4.76,,9,0.2,0
346628e5e3d4558b52b47149c4caf101ba93d829,0.1,0.242,0,13.48260824,,,23.297,1.26,16.408,3.855,,1,0.04,0
78d56d8e91333fe2c3d25bd4d515539d44af1ed6,8,399.1996102,3793.272459,26.32402723,,,24.222,1.236,17.258,4.114,,58,0,1
5f6cc8782655705cb45ae16f98234924de6cf3ea,8,357.2906344,23330.35169,57.22990199,,,45.535,1.227,33.31,8.033,,11,4.02,1
a1b92d0a329d1c24f5495b7fc86fc2af5b78d6bf,6,106.7672249,1713.147914,28.36525258,,,53.202,1.248,40.519,8.787,,12,5.06,1
fafd709cfa0ebf8f65f445c83ac5b200963b317f,6,87.57442358,4278.821141,15.1837175,,,21.745,1.209,15.289,3.687,,12,0,1
050c567d2e058b3e95c94c2a8fc7c6b6f3057eb5,11,402.4327448,19327.32493,80.42095424,,,69.644,1.231,53.148,12.297,,37,37.63333333,0
8669d2c3c5a9fee537183b18238e1dbb8d16f8fd,23,233.2841531,280.1210124,35.77416467,,,73.619,1.238,56.325,12.639,,77,278.0085671,0
5d08aeaf28c18b80444b09e0915f365a22cd24f9,3,30.05634894,4588.567646,27.68558254,,,24.158,1.244,17.076,3.874,,11,0,1
5d413a44c3a067bd7af6088bfe7d9e3f362675a8,5,199.3709278,1059.304511,35.81878093,,,21.028,1.226,14.356,3.551,,17,23.5,0
979714c350b394018e9cde3ec8f90f4188330124,40,189.0799619,1233.756694,216.8531802,,,276.845,1.226,211.346,52.88,,409,136.92,1
e67a509e3533d4b993f066ec97b5777f963e7d08,3,3.236064011,201.4969163,10.65411081,,,23.122,1.223,16.36,3.971,,3,2.5,0
419b63ea91a80c93d474c5f134dbe5a14a1d782b,38,3846.259044,54019.14065,995.710314,,,109.401,1.23,79.581,21.058,,926,0,1
5a99f04bd4e71a718227eb464cc449725622f2fb,15,1728.371509,367.4850869,173.9862047,,,81.964,1.219,61.592,15.369,,136,8,1
5dcf0707906d3b2454d74a9ce9b2f0c14e550b25,11,101.4693127,2308.025638,20.09620495,,,41.742,1.225,29.565,7.254,,28,48.78703704,0
46a06524e14c280bb3be13f26e34add91fd82e3a,5,96.21164573,0,11.94358402,,,25.23,1.248,17.963,4.246,,4,32,0
a420582e9247b1b753f79cec82e08160db598769,4,16.49057937,6005.807128,16.10277069,,,20.913,1.234,14.208,3.613,,5,10.1,0
24bdc33de85864ed1458d4993fc882c1885b421a,4,27.75056477,784.6522897,20.84410261,,,21.152,1.234,13.867,3.587,,34,0,1
3cce3564f4c0f923b237b6c64871fded2ca696ef,0.9,0.603,120.3269371,11.62105821,,,23.739,1.223,16.773,4.086,,2,0,0
25c4e5c228f26cdc7d43a7189fe58bb151e185cd,8,411.141398,5613.1871,27.63607872,,,39.689,1.231,28.408,7.166,,41,14.4,1
0c34ee21e3d32d894331e2371e9f2551f21062aa,12,351.3904005,0,28.73516248,,,18.985,1.27,12.653,3.454,,23,120,0
