Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
b7cadc1cfa0623ad377c274eb8db278e3e9a7054,4,1106.224569,904.056914,96.29222331,,,221.601,1.224,169.799,40.134,,327,0,1
b0e5ade45e660cd7b923309a4a219d035cbd98a7,5,355.2526887,0,104.4516073,,,39.639,1.233,29.009,7.466,,110,0,1
690e189a7d6830fb61c10fdc46a8985eac0a7d3a,2,696.7993255,369.9104515,67.49965361,,,93.346,1.235,71.188,16.001,,175,0,1
67c957b5e41507f00e3338492a18b7f697778c83,4,224.8585311,11401.71366,54.65029355,,,65.846,1.329,49.099,11.932,,51,24.2,1
9997527a93054674aae1f452dcece2bf56b12885,3,20.56933431,335.7118756,21.68337975,,,57.832,1.258,41.044,11.465,,16,30.32,1
471a25f1c7daf81d376fb1ca558cac731661b347,5,1925.845335,106877.7746,160.1359498,,,39.883,1.251,27.739,7.175,,143,189.6,1
6586659da6daf3b781226cee4947dfa438c55bc8,4,102.5199715,4758.393533,26.42775709,,,47.875,1.227,36.402,8.044,,20,7.02,1
fae2e289dfba631ea58f8278637155d0a9fe6a72,2,364.164742,8037.807042,65.25541818,,,48.76,1.223,36.732,8.571,,30,22.55,0
0beaff51e0926a20f4d1015224810b61777b481a,4,174.3021583,5355.062705,128.0836016,,,99.441,1.231,74.647,16.335,,69,164.201,1
9b45ad853618b517edb07551c109056e125d75c2,3,200.2311697,15093.5611,55.24831227,,,38.342,1.228,27.41,7.206,,30,0,1
835084290b7efca75c4dbfdd9c5aec221fa13d33,1,1.202,0,154.7336027,,,454.14,1.242,351.509,85.86,,138,3.4,1
fb63a55517cf4d73289d4e9ab8dafe20721d80a5,5,227.9918094,2777.062901,66.95041214,,,39.545,1.211,29.075,7.326,,92,28,1
59a07fad81727cf467bdbc9c5236d7d7a471a4d0,1,5.15908371,38.2256981,11.05481676,,,39.195,1.22,28.849,7.289,,88,0.28,1
7e6a6cf83f26aa053bca3d6fef3a360c62dfedda,5,220.7380532,2777.062901,66.963902,,,39.344,1.238,29.012,7.255,,88,28,1
ee1c02fc7788d52f2dc094a8b05fcf8318bb3837,6,506.8979533,10546.41582,98.01792624,,,60.605,1.218,44.637,10.889,,139,0.01,1
a689de7884ea27ff7ffa4e51a510f44348ea2752,4,16.7987559,0,7.913897699,,,37.294,1.223,26.236,6.917,,23,22.1,1
77abaf34d69d3e44099848d5c1e1d032211b9130,3,81.49337609,11997.80367,92.77828888,,,137.164,1.221,102.748,27.36,,24,13.021,0
96319f854c4f6f1ded1f77aba37a40e60cf46435,1,3.393319664,42,10.72179297,,,20.324,1.216,13.352,3.525,,4,0.02,0
16e0e9508eec633193026f393d33f53ba8f86b8e,4,484.0943282,22451.31642,126.6068485,,,100.689,1.214,77.076,18.171,,95,18,1
e586f654a95a5c8191e1be3ac6da5a2165d6b5bf,2,38.35684496,769.4199809,38.61739309,,,21.381,1.206,14.067,3.599,,9,42.3,0
2ebc207348b2c9d41d0c308ccd860f15a08bbad2,3,629.3764147,12465.75478,115.6565126,,,52.064,1.212,37.998,10.169,,45,45.242,1
de20ce15cd7bd7def59e71aa04fb37728ec0744f,2,81.56768472,913.4438435,66.8349021,,,42.236,1.207,30.599,7.522,,22,27.5,0
9af6a50bea0ebb5f06bfdc51d037e1e783ca947e,5,1027.17386,56205.66764,102.9529576,,,56.804,1.213,42.48,10.844,,225,0,1
9372d329a24d696eea6a3b126d8e8377e7f7175a,3,54.38428473,609.2634844,22.83634467,,,18.703,1.207,12.571,3.374,,13,0,1
f6325c90e32fc3d2331adc5f6075b6ce465055df,2,287.3930914,22730.57042,113.0988865,,,52.385,1.205,37.759,10.3,,44,11.1,1
c26e1c0d6de4152e87efdce058df827bab241d73,3,1201.849759,23843.87767,206.9216431,,,161.083,1.211,121.132,31.632,,125,44.12,1
02d9253846ff3920df555caac3ae76ddff9aa08a,5,108.8715132,2532.516244,67.37656451,,,39.979,1.21,29.524,7.391,,53,22,1
f123130d30cb9f5c828faf1d97dbafe1d7b92662,5,234.1606243,10456.93636,68.99965492,,,40.121,1.242,29.34,7.296,,77,83.71,1
5fd16c90c1226df1a56c79d3a6f7c3ac58dc9c0d,3,141.1543465,407.4,13.81735825,,,18.55,1.193,12.474,3.408,,28,0,1
51ba928a1b641afb2f525b28787aaa5ba3bc29cc,7,1767.720724,22824.1915,297.7022616,,,144.804,1.212,110.816,26.823,,275,50.4,1
97bed3ffbdfc6b4e338ff9357955f4bb6ddb3ff3,3,24.4225232,622.2443228,22.76836231,,,70.281,1.216,51.947,13.764,,11,5.64,1
84e0ce89ba6afa8cbe7ded6e7baa49353167a11f,5,450.369315,18161.72873,441.6497037,,,506.954,1.22,385.165,98.373,,155,60.441,1
671a36ed86bfcab213928161e03e8c7cc0f92fd4,7,2501.209681,238158.4545,177.5001435,,,107.837,1.233,81.438,16.674,,164,0,1
78a24b86cc98fc86e96d3200dd6e5d132978db72,2,1.808,0,0,,,21.47,1.229,14.974,3.758,,13,0,1
363c593aa7c115bae39805bb2f233e45692abd87,3,2254.455707,344857.7578,845.5154779,,,369.834,1.239,277.64,69.101,,318,44.75,1
af26c7247984f7753c1a84ead9186584f7ef8d51,3,2068.26474,12268.7584,216.8437429,,,216.88,1.261,167.217,39.944,,106,39.241,1
ffb154d0304e7c226e1495e5bf0344ff9313a29c,3,1000.561207,11330.58848,215.2996236,,,141.661,1.233,107.831,24.986,,104,75.3875,1
db66b74249c0c8da50f64f864701ea17eaa3675b,3,206.5930073,5782.620574,123.0854881,,,134.834,1.256,104.158,24.195,,80,28.3,0
